"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"@wemabank @gtbank @gtbank_help Thank you. 
I've done that.",FALSE,0,"wemabank",2018-08-03 16:06:50,FALSE,"1025412414878244864","1025412689005359106","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kampala45",0,FALSE,FALSE,NA,NA,"Osun","en","http://pbs.twimg.com/profile_images/939448642963984385/qRfMW36Y_normal.jpg"
"BRAND NEW BULLION VANS FOR SALE

CALL 08022226573 FOR PRICE AND DETAILS. 

@gtbank @wemabank @SkyeBankNigeria… https://t.co/WtYEMvstpE",FALSE,0,NA,2018-08-03 15:56:06,TRUE,NA,"1025409984388063232",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","tholuinspire",0,FALSE,FALSE,NA,NA,"tholuinspire@gmail.com","en","http://pbs.twimg.com/profile_images/1022139260642766849/km1LDZcB_normal.jpg"
"BRAND NEW BULLION VANS FOR SALE

CALL 08022226573 FOR PRICE AND DETAILS. 

@Gidi_Traffic
@gtbank @wemabank… https://t.co/u068Iyg2Dd",FALSE,0,NA,2018-08-03 15:51:53,TRUE,NA,"1025408926370676742",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tholuinspire",0,FALSE,FALSE,NA,NA,"tholuinspire@gmail.com","en","http://pbs.twimg.com/profile_images/1022139260642766849/km1LDZcB_normal.jpg"
"Good afternoon WEMA BANK... I tried linking my debit master card with my PayPal account but the reply I got was ""Th… https://t.co/dWZDpmMUBo",FALSE,1,NA,2018-08-03 15:47:25,TRUE,NA,"1025407799726170113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AiyeetanSunddy",1,FALSE,FALSE,NA,NA,"0x166122b5A0b54D0EB738eD851Ce4","en","http://pbs.twimg.com/profile_images/1007492415383654401/uOV7wof__normal.jpg"
"RT @wemabank: Can you guess the movie correctly? CLUE: It’s available on the ALAT app. https://t.co/kqC4YbJoXF",FALSE,0,NA,2018-08-03 15:00:47,FALSE,NA,"1025396066521366534",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IBARU__",9,TRUE,FALSE,NA,NA,"In Limbo.","en","http://pbs.twimg.com/profile_images/990717060073312257/YWV76xP0_normal.jpg"
"RT @riskawards: The 4th Nigerian Risk Summit is a Premium C-Suite Risk Leadership Hub. Only available to top 100 executives in Nigeria #NRA…",FALSE,0,NA,2018-08-03 13:34:42,FALSE,NA,"1025374402941251584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dinma_Luchy",1,TRUE,FALSE,NA,NA,"Lagos","en","http://pbs.twimg.com/profile_images/998537612905234432/wYoOwQTX_normal.jpg"
"RT @riskawards: This year, the Nigerian Risks Awards &amp; Summit themed “Leadership, Security and National Development” #NRASummit …read more…",FALSE,0,NA,2018-08-03 13:34:31,FALSE,NA,"1025374355029729280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dinma_Luchy",1,TRUE,FALSE,NA,NA,"Lagos","en","http://pbs.twimg.com/profile_images/998537612905234432/wYoOwQTX_normal.jpg"
"RT @riskawards: @NGRSenate Risk Awards is a platform that honours outstanding risk practice among firms and individuals #NRASummit …read mo…",FALSE,0,NA,2018-08-03 13:34:26,FALSE,NA,"1025374332665643008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dinma_Luchy",1,TRUE,FALSE,NA,NA,"Lagos","en","http://pbs.twimg.com/profile_images/998537612905234432/wYoOwQTX_normal.jpg"
"I use my @gtbank @gtbank_help   debit card @wemabank ATM igboona  branch, Osogbo yesterday at around 11:25am yester… https://t.co/ahzAtCpcvk",FALSE,0,NA,2018-08-03 13:33:32,TRUE,NA,"1025374108161335296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kampala45",0,FALSE,FALSE,NA,NA,"Osun","en","http://pbs.twimg.com/profile_images/939448642963984385/qRfMW36Y_normal.jpg"
"RT @Datoofthecreeks: Here's what @SigmaPensions did with CFC busstop &amp; market junction busstop in Port-Harcourt.
This is what I've been sug…",FALSE,0,NA,2018-08-03 13:19:39,FALSE,NA,"1025370613324627969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chinonu",6,TRUE,FALSE,NA,NA,"Port Harcourt, Nigeria","en","http://pbs.twimg.com/profile_images/1019033415436439552/dHO4Atfu_normal.jpg"
"The 4th Nigerian Risk Summit is a Premium C-Suite Risk Leadership Hub. Only available to top 100 executives in Nige… https://t.co/wTJqJgN9rx",FALSE,0,NA,2018-08-03 13:17:56,TRUE,NA,"1025370182217289728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riskawards",1,FALSE,FALSE,NA,NA,"Lagos Nigeria","en","http://pbs.twimg.com/profile_images/694497198990430208/HTqNPE1h_normal.jpg"
"This year, the Nigerian Risks Awards &amp; Summit themed “Leadership, Security and National Development” #NRASummit …re… https://t.co/so7mMrUV6r",FALSE,0,NA,2018-08-03 13:02:25,TRUE,NA,"1025366275097288705",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riskawards",1,FALSE,FALSE,NA,NA,"Lagos Nigeria","en","http://pbs.twimg.com/profile_images/694497198990430208/HTqNPE1h_normal.jpg"
"@NGRSenate Risk Awards is a platform that honours outstanding risk practice among firms and individuals #NRASummit… https://t.co/8C7GFPfrY2",FALSE,0,"NGRSenate",2018-08-03 12:50:44,TRUE,NA,"1025363336878272513","3440200642","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riskawards",1,FALSE,FALSE,NA,NA,"Lagos Nigeria","en","http://pbs.twimg.com/profile_images/694497198990430208/HTqNPE1h_normal.jpg"
"@wemabank AntMan and the Wasp",FALSE,0,"wemabank",2018-08-03 12:12:20,FALSE,"1025331687750807552","1025353673969426432","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hisprinceship",0,FALSE,FALSE,NA,NA,"23401","en","http://pbs.twimg.com/profile_images/1024248136963899392/jJgcD-a4_normal.jpg"
"@wemabank I am still waiting for my dispense error and POS error reversal plz",FALSE,0,"wemabank",2018-08-03 12:05:06,FALSE,"1025331687750807552","1025351854098661377","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Exclusivesammy2",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/1023677455532531714/A-i33jvi_normal.jpg"
"RT @wemabank: Can you guess the movie correctly? CLUE: It’s available on the ALAT app. https://t.co/kqC4YbJoXF",FALSE,0,NA,2018-08-03 12:04:30,FALSE,NA,"1025351701941944321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","optninety9",9,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/985996955770859525/Nek74gri_normal.jpg"
"@wemabank @_alphawoman Ant-man",FALSE,0,"wemabank",2018-08-03 11:54:28,FALSE,"1025331687750807552","1025349177117683712","192847676","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A_dekunbi",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/982151860067778560/5zY_kZe__normal.jpg"
"@wemabank The ant man",FALSE,1,"wemabank",2018-08-03 11:41:39,FALSE,"1025331687750807552","1025345951983169536","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValentineEmek17",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/989088091389521922/OaqCf3nJ_normal.jpg"
"RT @Datoofthecreeks: Here's what @SigmaPensions did with CFC busstop &amp; market junction busstop in Port-Harcourt.
This is what I've been sug…",FALSE,0,NA,2018-08-03 11:39:17,FALSE,NA,"1025345355418927104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BoldBlack",6,TRUE,FALSE,NA,NA,"Abuja/ Nigeria","en","http://pbs.twimg.com/profile_images/850959444301271041/BBZ3jkAx_normal.jpg"
"@wemabank Antman",FALSE,0,"wemabank",2018-08-03 11:38:55,FALSE,"1025331687750807552","1025345261969858562","192847676","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Ola_subomi",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/889586783880695810/TeOnfEcX_normal.jpg"
"@wemabank ant man",FALSE,0,"wemabank",2018-08-03 11:36:40,FALSE,"1025331687750807552","1025344698251141120","192847676","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ese_osas",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/665172337382301696/2nMlY14V_normal.png"
"@wemabank Peter Parker spider man",FALSE,0,"wemabank",2018-08-03 11:32:43,FALSE,"1025331687750807552","1025343704251412481","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iAm_eQube",0,FALSE,FALSE,NA,NA," Lagos","en","http://pbs.twimg.com/profile_images/992677070814744577/BBN7NAwI_normal.jpg"
"Am sure yall still going to debit us for that hug @wemabank https://t.co/MB4a7NePNv",FALSE,0,NA,2018-08-03 11:30:40,FALSE,NA,"1025343186057744385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","okpoto_jnr1",0,FALSE,FALSE,NA,NA,"Nigeria abuja","en","http://pbs.twimg.com/profile_images/976959738079600642/XxmAQNEN_normal.jpg"
"RT @wemabank: Can you guess the movie correctly? CLUE: It’s available on the ALAT app. https://t.co/kqC4YbJoXF",FALSE,0,NA,2018-08-03 11:26:08,FALSE,NA,"1025342046238900224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrDheckstar",9,TRUE,FALSE,NA,NA,"Earth","en","http://pbs.twimg.com/profile_images/1008049130634178560/PogROVfP_normal.jpg"
"RT @wemabank: Have you joined the 945 train?
Bank the easy way with the 945 life!
We’re touring Lagos, find us at Ikeja/Agege and get a gif…",FALSE,0,NA,2018-08-03 11:24:18,FALSE,NA,"1025341585775583233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jfkalpha",13,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/596281790475726848/hNB9AAV7_normal.jpg"
"How much will u pay us for guessing @wemabank https://t.co/0wz0uZUjRo",FALSE,0,NA,2018-08-03 11:10:11,FALSE,NA,"1025338031845396480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","okpoto_jnr1",0,FALSE,FALSE,NA,NA,"Nigeria abuja","en","http://pbs.twimg.com/profile_images/976959738079600642/XxmAQNEN_normal.jpg"
"@wemabank Spider man",FALSE,0,"wemabank",2018-08-03 11:08:30,FALSE,"1025331687750807552","1025337608677797889","192847676","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CCNelch",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/993187944272932865/CePc016N_normal.jpg"
"RT @wemabank: Can you guess the movie correctly? CLUE: It’s available on the ALAT app. https://t.co/kqC4YbJoXF",FALSE,0,NA,2018-08-03 11:01:21,FALSE,NA,"1025335808801361921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_TokeA",9,TRUE,FALSE,NA,NA,"Nigeria","en","http://pbs.twimg.com/profile_images/1009502666165276689/B91rLo-W_normal.jpg"
"RT @wemabank: Can you guess the movie correctly? CLUE: It’s available on the ALAT app. https://t.co/kqC4YbJoXF",FALSE,0,NA,2018-08-03 10:56:21,FALSE,NA,"1025334549872603137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nwike77",9,TRUE,FALSE,NA,NA,"Everywhere ","en","http://pbs.twimg.com/profile_images/839234720110084096/t62HNu96_normal.jpg"
"@wemabank Ant-Man",FALSE,0,"wemabank",2018-08-03 10:56:15,FALSE,"1025331687750807552","1025334524350279680","192847676","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nwike77",0,FALSE,FALSE,NA,NA,"Everywhere ","en","http://pbs.twimg.com/profile_images/839234720110084096/t62HNu96_normal.jpg"
"RT @wemabank: Can you guess the movie correctly? CLUE: It’s available on the ALAT app. https://t.co/kqC4YbJoXF",FALSE,0,NA,2018-08-03 10:47:18,FALSE,NA,"1025332273611251712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OriKheri",9,TRUE,FALSE,NA,NA,"Black hole","en","http://pbs.twimg.com/profile_images/1025429180954173442/IYG_1e4J_normal.jpg"
"@wemabank Ant-Man",FALSE,0,"wemabank",2018-08-03 10:47:00,FALSE,"1025331687750807552","1025332197362937856","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pillys",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1003012973345067009/fhSqgtDH_normal.jpg"
"@wemabank Ant man.",FALSE,0,"wemabank",2018-08-03 10:46:09,FALSE,"1025331687750807552","1025331986276274176","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","udohsam23",0,FALSE,FALSE,NA,NA,"Uyo, Nigeria","en","http://pbs.twimg.com/profile_images/1025332871911931904/vCelHDs0_normal.jpg"
"RT @wemabank: Can you guess the movie correctly? CLUE: It’s available on the ALAT app. https://t.co/kqC4YbJoXF",FALSE,0,NA,2018-08-03 10:46:00,FALSE,NA,"1025331946971439104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Blissgote",9,TRUE,FALSE,NA,NA,"Nigeria","en","http://pbs.twimg.com/profile_images/740242875380846593/cWxBYGxF_normal.jpg"
"@wemabank Ant man",FALSE,0,"wemabank",2018-08-03 10:45:47,FALSE,"1025331687750807552","1025331893326303233","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Blissgote",0,FALSE,FALSE,NA,NA,"Nigeria","en","http://pbs.twimg.com/profile_images/740242875380846593/cWxBYGxF_normal.jpg"
"Dear @wemabank pls is pin on mobile banking now activated?",FALSE,0,NA,2018-08-03 09:58:47,FALSE,NA,"1025320062301990917",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Calabarberry",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/990629748454887429/kqgHG5OK_normal.jpg"
"@wemabank is worse wit customer care. I'm at a branch where their customercare rep left d table to eat leaving their customers Waiting. Damn",FALSE,0,"wemabank",2018-08-03 09:54:38,FALSE,NA,"1025319021246377984","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","statcomm",0,FALSE,FALSE,NA,NA,"Anywhere am needed","en","http://pbs.twimg.com/profile_images/908350619391598592/NSxEXYOL_normal.jpg"
"RT @wemabank: Have you joined the 945 train?
Bank the easy way with the 945 life!
We’re touring Lagos, find us at Ikeja/Agege and get a gif…",FALSE,0,NA,2018-08-03 07:57:15,FALSE,NA,"1025289479039410176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WilliamsFatayo",13,TRUE,FALSE,NA,NA,"LAGOS","en","http://pbs.twimg.com/profile_images/1006243149340205056/Sq6nBSAh_normal.jpg"
"@wemabank The ALAT 3.0.0 version , replacing Wemamobile...",FALSE,1,"wemabank",2018-08-03 04:58:34,FALSE,"1024530063260364800","1025244512740954112","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ibkconsulting",0,FALSE,FALSE,NA,NA,"NIGERIA","en","http://pbs.twimg.com/profile_images/411837852721233920/i8P18-ea_normal.jpeg"
"@ADEMOLAREMILEK5 @wemabank I like the ALAT by Wema too, so easy to navigate",FALSE,0,"ADEMOLAREMILEK5",2018-08-03 03:34:25,FALSE,"1024074786476048389","1025223336450777089","1002333129783304193","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AminuOluwole",0,FALSE,FALSE,NA,NA,"lagos ni","en","http://pbs.twimg.com/profile_images/1025222571590144000/RKX1vgx5_normal.jpg"
"@watin_dey @SocialigaPidgin @TheSociaLiga @TheGunsFC_ @TheAlphasFC @TheRoyalsFC @wemabank Hi, You can open an ALAT… https://t.co/OUm0PTJgkj",FALSE,1,"watin_dey",2018-08-02 23:13:16,TRUE,"1025095306873065472","1025157613896515586","886697403096739840","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alat_ng",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/842058470274805761/hoD3z6jZ_normal.jpg"
"RT @Datoofthecreeks: Here's what @SigmaPensions did with CFC busstop &amp; market junction busstop in Port-Harcourt.
This is what I've been sug…",FALSE,0,NA,2018-08-02 20:37:19,FALSE,NA,"1025118366854471680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sadiq_mali",6,TRUE,FALSE,NA,NA,"Two Mile Village, Yukon","en","http://pbs.twimg.com/profile_images/994318054275342338/av35dULx_normal.jpg"
"RT @Datoofthecreeks: Here's what @SigmaPensions did with CFC busstop &amp; market junction busstop in Port-Harcourt.
This is what I've been sug…",FALSE,0,NA,2018-08-02 19:46:53,FALSE,NA,"1025105675217776645",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DamilolaRobert",6,TRUE,FALSE,NA,NA,"online","en","http://pbs.twimg.com/profile_images/1001046431413755904/guMSTXpE_normal.jpg"
"RT @wemabank: You can be wherever you wish and do whatever you want this summer and we’ll make it nice and comfortable for you. Expand your…",FALSE,0,NA,2018-08-02 19:33:16,FALSE,NA,"1025102248181936128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Awayeti",5,TRUE,FALSE,NA,NA,"Ayetoro","en","http://pbs.twimg.com/profile_images/937427759143555073/4QtyIz-b_normal.jpg"
"@SocialigaPidgin @TheSociaLiga @TheGunsFC_ @TheAlphasFC @TheRoyalsFC @alat_ng @wemabank How do you open an ALAT account",FALSE,0,"SocialigaPidgin",2018-08-02 19:05:41,FALSE,"1025054405190660096","1025095306873065472","4209606747","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","watin_dey",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/886700981198696448/7G83CZ5G_normal.jpg"
"RT @Datoofthecreeks: Here's what @SigmaPensions did with CFC busstop &amp; market junction busstop in Port-Harcourt.
This is what I've been sug…",FALSE,0,NA,2018-08-02 18:26:44,FALSE,NA,"1025085506319736832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SigmaPensions",6,TRUE,FALSE,NA,NA,"All over Nigeria","en","http://pbs.twimg.com/profile_images/889933776666669060/ky6idx7F_normal.jpg"
"RT @wemabank: You can be wherever you wish and do whatever you want this summer and we’ll make it nice and comfortable for you. Expand your…",FALSE,0,NA,2018-08-02 18:20:20,FALSE,NA,"1025083893551177728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bledabere",5,TRUE,FALSE,NA,NA,"Ibadan, Nigeria","en","http://pbs.twimg.com/profile_images/1011627528270868480/EYsd2NkY_normal.jpg"
"RT @Amasoj20: @wemabank Please I opened an NYSC account in the Orientation Camp Asaya, Kabba, Kogi State since last week and I'm yet to get…",FALSE,0,NA,2018-08-02 17:56:18,FALSE,NA,"1025077849252933632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amasoj20",1,TRUE,FALSE,NA,NA,"Lagos State","en","http://pbs.twimg.com/profile_images/994088785276219393/K-z0XrY__normal.jpg"
"@wemabank Please I opened an NYSC account in the Orientation Camp Asaya, Kabba, Kogi State since last week and I'm… https://t.co/l44SINyfgq",FALSE,0,"wemabank",2018-08-02 17:55:04,TRUE,NA,"1025077536949194753","192847676","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amasoj20",1,FALSE,FALSE,NA,NA,"Lagos State","en","http://pbs.twimg.com/profile_images/994088785276219393/K-z0XrY__normal.jpg"
"RT @wemabank: Have you joined the 945 train?
Bank the easy way with the 945 life!
We’re touring Lagos, find us at Ikeja/Agege and get a gif…",FALSE,0,NA,2018-08-02 17:51:39,FALSE,NA,"1025076677112676352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mis_gbemmy",13,TRUE,FALSE,NA,NA,"Lagos","en","http://pbs.twimg.com/profile_images/939002531950206976/9Wk5eoMN_normal.jpg"
"RT @wemabank: #945 takes a road trip. If you’re around Agege, come take a selfie with us. We have lots of gifts for you when you open an ac…",FALSE,0,NA,2018-08-02 17:10:05,FALSE,NA,"1025066215180525568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Krzysztof_Rx",17,TRUE,FALSE,NA,NA,"The road to Damascus","en","http://pbs.twimg.com/profile_images/995211335721013249/GLCtcKUe_normal.jpg"
"RT @wemabank: You can be wherever you wish and do whatever you want this summer and we’ll make it nice and comfortable for you. Expand your…",FALSE,0,NA,2018-08-02 16:33:17,FALSE,NA,"1025056957181378560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OriKheri",5,TRUE,FALSE,NA,NA,"Black hole","en","http://pbs.twimg.com/profile_images/1025429180954173442/IYG_1e4J_normal.jpg"
"RT @wemabank: You can be wherever you wish and do whatever you want this summer and we’ll make it nice and comfortable for you. Expand your…",FALSE,0,NA,2018-08-02 16:29:04,FALSE,NA,"1025055894072160257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_TokeA",5,TRUE,FALSE,NA,NA,"Nigeria","en","http://pbs.twimg.com/profile_images/1009502666165276689/B91rLo-W_normal.jpg"
"RT @wemabank: Have you joined the 945 train?
Bank the easy way with the 945 life!
We’re touring Lagos, find us at Ikeja/Agege and get a gif…",FALSE,0,NA,2018-08-02 16:07:14,FALSE,NA,"1025050399114444805",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I_Am_Lanski",13,TRUE,FALSE,NA,NA,"Lee Temple","en","http://pbs.twimg.com/profile_images/954243213564530688/CDQTteuo_normal.jpg"
"@Julietbliss @wemabank Hi @Julietbliss, We are sincerely sorry and the Notification sent to your mail and mobile nu… https://t.co/MhsnNyDw17",FALSE,0,"Julietbliss",2018-08-02 15:46:34,TRUE,"1025019935775514624","1025045197095411718","89636010","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alat_ng",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/842058470274805761/hoD3z6jZ_normal.jpg"
